SYD|-33.86,151.21,0|10-10-2011T12:00Z|Snow|-3.68|635.61|34
SYD|-33.86,151.21,0|10-11-2011T12:00Z|Rain|+28.08|1034.82|68
SYD|-33.86,151.21,0|10-12-2011T12:00Z|Rain|+19.94|1088.82|64
SYD|-33.86,151.21,0|10-13-2011T12:00Z|Rain|+23.97|1197.31|84
SYD|-33.86,151.21,0|10-14-2011T12:00Z|Rain|+26.21|1117.45|81
SYD|-33.86,151.21,0|10-15-2011T12:00Z|Rain|+29.44|1048.12|61
SYD|-33.86,151.21,0|10-16-2011T12:00Z|Rain|+24.54|1112.21|60
SYD|-33.86,151.21,0|10-17-2011T12:00Z|Rain|+23.06|1011.56|80
SYD|-33.86,151.21,0|10-18-2011T12:00Z|Rain|+23.96|1063.8|60
SYD|-33.86,151.21,0|10-19-2011T12:00Z|Rain|+28.79|1082.29|86
TOR|43.65,-79.38,0|10-10-2011T12:00Z|Rain|+15.8|1168.69|80
TOR|43.65,-79.38,0|10-11-2011T12:00Z|Rain|+29.61|1097.73|72
TOR|43.65,-79.38,0|10-12-2011T12:00Z|Rain|+29.49|1112.55|71
TOR|43.65,-79.38,0|10-13-2011T12:00Z|Rain|+17.91|1155.54|71
TOR|43.65,-79.38,0|10-14-2011T12:00Z|Rain|+19.33|1047.5|73
TOR|43.65,-79.38,0|10-15-2011T12:00Z|Rain|+16.79|1171.89|63
TOR|43.65,-79.38,0|10-16-2011T12:00Z|Rain|+22.88|1098.73|64
TOR|43.65,-79.38,0|10-17-2011T12:00Z|Rain|+29.46|1042.08|81
TOR|43.65,-79.38,0|10-18-2011T12:00Z|Rain|+10.88|1154.86|74
TOR|43.65,-79.38,0|10-19-2011T12:00Z|Rain|+20.22|1070.37|63
MEL|-37.83,144.98,0|10-10-2011T12:00Z|Sunny|+38.61|1216.19|28
MEL|-37.83,144.98,0|10-11-2011T12:00Z|Sunny|+38.4|1291.95|28
MEL|-37.83,144.98,0|10-12-2011T12:00Z|Rain|+17.47|1046.98|76
MEL|-37.83,144.98,0|10-13-2011T12:00Z|Rain|+13.34|1057.02|65
MEL|-37.83,144.98,0|10-14-2011T12:00Z|Rain|+17.5|1032.71|79
MEL|-37.83,144.98,0|10-15-2011T12:00Z|Rain|+19.59|1015.99|65
MEL|-37.83,144.98,0|10-16-2011T12:00Z|Rain|+20.45|1084.34|66
MEL|-37.83,144.98,0|10-17-2011T12:00Z|Rain|+29.45|1162.9|73
MEL|-37.83,144.98,0|10-18-2011T12:00Z|Rain|+20.87|1084.5|71
MEL|-37.83,144.98,0|10-19-2011T12:00Z|Rain|+14.62|1002.3|67
ADL|-34.92,138.62,0|10-10-2011T12:00Z|Sunny|+47.24|1268.19|24
ADL|-34.92,138.62,0|10-11-2011T12:00Z|Sunny|+37.17|1230.14|27
ADL|-34.92,138.62,0|10-12-2011T12:00Z|Rain|+15.78|1114.98|86
ADL|-34.92,138.62,0|10-13-2011T12:00Z|Rain|+27.16|1026.94|82
ADL|-34.92,138.62,0|10-14-2011T12:00Z|Rain|+13.61|1119.78|75
ADL|-34.92,138.62,0|10-15-2011T12:00Z|Rain|+10.83|1053.9|78
ADL|-34.92,138.62,0|10-16-2011T12:00Z|Rain|+15.55|1121.77|83
ADL|-34.92,138.62,0|10-17-2011T12:00Z|Rain|+23.4|1159.37|71
ADL|-34.92,138.62,0|10-18-2011T12:00Z|Rain|+10.7|1036.43|78
ADL|-34.92,138.62,0|10-19-2011T12:00Z|Rain|+13.03|1060.91|61
PER|-9.18,-75.01,0|10-10-2011T12:00Z|Snow|-9.17|775.33|39
PER|-9.18,-75.01,0|10-11-2011T12:00Z|Rain|+12.01|1038.57|74
PER|-9.18,-75.01,0|10-12-2011T12:00Z|Rain|+14.83|1024.13|72
PER|-9.18,-75.01,0|10-13-2011T12:00Z|Rain|+23.0|1067.24|86
PER|-9.18,-75.01,0|10-14-2011T12:00Z|Rain|+24.92|1137.42|74
PER|-9.18,-75.01,0|10-15-2011T12:00Z|Rain|+14.89|1062.84|73
PER|-9.18,-75.01,0|10-16-2011T12:00Z|Rain|+14.35|1146.26|63
PER|-9.18,-75.01,0|10-17-2011T12:00Z|Rain|+20.17|1177.28|79
PER|-9.18,-75.01,0|10-18-2011T12:00Z|Rain|+28.26|1134.42|61
PER|-9.18,-75.01,0|10-19-2011T12:00Z|Rain|+21.5|1083.5|71
